         12593437 function calls (12288846 primitive calls) in 6.496 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
      329    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.006    0.006 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:108(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:143(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:250(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        1    0.000    0.000    0.002    0.002 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2424(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2457(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:897(BlockFinder)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        2    0.000    0.000    0.002    0.001 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.001    0.001 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:15(Metadata)
        1    0.000    0.000    0.000    0.000 models.py:18(Token)
        1    0.000    0.000    0.000    0.000 models.py:216(TokenTree)
       64    0.000    0.000    0.000    0.000 models.py:26(get)
       64    0.000    0.000    0.000    0.000 models.py:32(__missing__)
        1    0.000    0.000    0.000    0.000 models.py:47(TokenList)
        7    0.000    0.000    0.000    0.000 models.py:48(__init__)
        1    0.000    0.000    0.009    0.009 multiarray.py:1(<module>)
        2    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
    74336    0.005    0.000    0.005    0.000 multiarray.py:634(result_type)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.006    0.006 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 numpy_boxes.py:1(<module>)
    74337    0.013    0.000    0.013    0.000 numpy_boxes.py:12(__getitem__)
    37032    0.014    0.000    1.519    0.000 numpy_boxes.py:25(__add__)
       64    0.000    0.000    0.001    0.000 numpy_boxes.py:27(__mul__)
        3    0.000    0.000    0.000    0.000 numpy_boxes.py:31(__truediv__)
        1    0.000    0.000    0.000    0.000 numpy_boxes.py:33(__radd__)
        3    0.000    0.000    0.000    0.000 numpy_boxes.py:35(__rmul__)
        1    0.000    0.000    0.000    0.000 numpy_boxes.py:8(ArrayBox)
        1    0.000    0.000    0.000    0.000 numpy_jvps.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numpy_jvps.py:220(atleast_jvpmaker)
        1    0.000    0.000    0.000    0.000 numpy_vjps.py:1(<module>)
    37032    0.464    0.000    0.695    0.000 numpy_vjps.py:32(<lambda>)
    37033    0.206    0.000    0.419    0.000 numpy_vjps.py:33(<lambda>)
       64    0.000    0.000    0.000    0.000 numpy_vjps.py:34(<lambda>)
       67    0.000    0.000    0.000    0.000 numpy_vjps.py:35(<lambda>)
       67    0.000    0.000    0.001    0.000 numpy_vjps.py:384(matmul_adjoint_0)
       67    0.000    0.000    0.001    0.000 numpy_vjps.py:398(matmul_adjoint_1)
       67    0.000    0.000    0.000    0.000 numpy_vjps.py:415(matmul_vjp_0)
       67    0.000    0.000    0.001    0.000 numpy_vjps.py:418(<lambda>)
       67    0.000    0.000    0.000    0.000 numpy_vjps.py:420(matmul_vjp_1)
       67    0.000    0.000    0.001    0.000 numpy_vjps.py:423(<lambda>)
        3    0.000    0.000    0.000    0.000 numpy_vjps.py:52(<lambda>)
        3    0.000    0.000    0.000    0.000 numpy_vjps.py:53(<lambda>)
    74336    0.050    0.000    0.306    0.000 numpy_vjps.py:647(unbroadcast)
    74202    0.030    0.000    0.445    0.000 numpy_vjps.py:658(unbroadcast_f)
    74202    0.034    0.000    0.345    0.000 numpy_vjps.py:660(<lambda>)
    38710    0.177    0.000    0.177    0.000 numpy_vjps.py:680(array_from_args_gradmaker)
    38710    0.005    0.000    0.005    0.000 numpy_vjps.py:681(<lambda>)
    37030    0.016    0.000    0.082    0.000 numpy_vjps.py:684(array_from_scalar_or_array_gradmaker)
    37030    0.003    0.000    0.003    0.000 numpy_vjps.py:690(<lambda>)
    74334    0.029    0.000    0.046    0.000 numpy_vjps.py:693(untake)
    74334    0.019    0.000    0.181    0.000 numpy_vjps.py:697(mut_add)
    74334    0.017    0.000    0.017    0.000 numpy_vjps.py:701(<lambda>)
    37030    0.019    0.000    0.019    0.000 numpy_vjps.py:75(<lambda>)
        3    0.000    0.000    0.000    0.000 numpy_vjps.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 numpy_vspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_vspaces.py:10(size)
      148    0.000    0.000    0.000    0.000 numpy_vspaces.py:14(zeros)
        1    0.000    0.000    0.000    0.000 numpy_vspaces.py:15(ones)
        1    0.000    0.000    0.000    0.000 numpy_vspaces.py:29(ComplexArrayVSpace)
        1    0.000    0.000    0.000    0.000 numpy_vspaces.py:4(ArrayVSpace)
    74348    0.023    0.000    0.034    0.000 numpy_vspaces.py:5(__init__)
    74346    0.034    0.000    0.134    0.000 numpy_vspaces.py:57(<lambda>)
        1    0.000    0.000    0.068    0.068 numpy_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_wrapper.py:117(r_class)
        1    0.000    0.000    0.000    0.000 numpy_wrapper.py:123(c_class)
       13    0.000    0.000    0.000    0.000 numpy_wrapper.py:13(wrap_intdtype)
       13    0.000    0.000    0.000    0.000 numpy_wrapper.py:14(IntdtypeSubclass)
    74336    0.069    0.000    0.356    0.000 numpy_wrapper.py:146(metadata)
        4    0.001    0.000    0.004    0.001 numpy_wrapper.py:18(wrap_namespace)
  77426/6    0.057    0.000    1.371    0.228 numpy_wrapper.py:55(array)
    74060    0.014    0.000    0.031    0.000 numpy_wrapper.py:71(_array_from_scalar_or_array)
     3366    0.001    0.000    0.007    0.000 numpy_wrapper.py:75(array_from_args)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        4    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       10    0.000    0.000    0.000    0.000 os.py:748(encode)
        1    0.000    0.000    0.008    0.008 overrides.py:1(<module>)
       78    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.001    0.000    0.016    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
      286    0.001    0.000    0.003    0.000 overrides.py:72(verify_matching_signatures)
       78    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:777(Quoter)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
       87    0.000    0.000    0.000    0.000 parser.py:13(<lambda>)
       87    0.000    0.000    0.000    0.000 parser.py:14(<lambda>)
       14    0.000    0.000    0.000    0.000 parser.py:141(parse_comment_line)
       87    0.000    0.000    0.000    0.000 parser.py:15(<lambda>)
       87    0.000    0.000    0.000    0.000 parser.py:16(<lambda>)
       87    0.000    0.000    0.000    0.000 parser.py:17(<lambda>)
       14    0.000    0.000    0.000    0.000 parser.py:177(parse_pair_value)
       87    0.000    0.000    0.000    0.000 parser.py:18(<lambda>)
       87    0.000    0.000    0.000    0.000 parser.py:187(parse_int_value)
      174    0.000    0.000    0.000    0.000 parser.py:201(parse_id_value)
       87    0.000    0.000    0.000    0.000 parser.py:224(parse_paired_list_value)
       87    0.000    0.000    0.000    0.000 parser.py:226(<listcomp>)
      174    0.000    0.000    0.000    0.000 parser.py:233(parse_dict_value)
       72    0.000    0.000    0.000    0.000 parser.py:237(<dictcomp>)
      465    0.000    0.000    0.000    0.000 parser.py:242(parse_nullable_value)
        2    0.000    0.000    0.000    0.000 parser.py:25(parse_conllu_plus_fields)
       11    0.000    0.000    0.000    0.000 parser.py:52(parse_sentences)
        7    0.000    0.000    0.002    0.000 parser.py:65(parse_token_and_metadata)
       87    0.000    0.000    0.002    0.000 parser.py:99(parse_line)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1002(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1012(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1025(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1569(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:285(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:504(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:510(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:526(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:557(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:601(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:629(PurePath)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.004    0.004 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        2    0.000    0.000    0.001    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
      348    0.000    0.000    0.000    0.000 re.py:193(fullmatch)
        5    0.000    0.000    0.000    0.000 re.py:203(sub)
       91    0.000    0.000    0.000    0.000 re.py:223(split)
       26    0.000    0.000    0.007    0.000 re.py:250(compile)
       47    0.000    0.000    0.000    0.000 re.py:270(escape)
      577    0.000    0.000    0.007    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
        1    0.000    0.000    0.002    0.002 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
      120    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      120    0.001    0.000    0.001    0.000 sre_compile.py:276(_optimize_charset)
       12    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       12    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      112    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        3    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       64    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    38/29    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       26    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       31    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       62    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       31    0.000    0.000    0.003    0.000 sre_compile.py:598(_code)
       57    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   216/31    0.001    0.000    0.002    0.000 sre_compile.py:71(_compile)
       31    0.000    0.000    0.007    0.000 sre_compile.py:759(compile)
      229    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      509    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
     1541    0.000    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
      119    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      437    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
   256/71    0.000    0.000    0.001    0.000 sre_parse.py:174(getwidth)
       31    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     1150    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
      610    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
      910    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      356    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       36    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       59    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      105    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
    84/31    0.000    0.000    0.004    0.000 sre_parse.py:435(_parse_sub)
   103/37    0.001    0.000    0.004    0.000 sre_parse.py:493(_parse)
       31    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      142    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       40    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       31    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       31    0.000    0.000    0.004    0.000 sre_parse.py:937(parse)
       40    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        2    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 tracer.py:1(<module>)
       12    0.000    0.000    0.000    0.000 tracer.py:109(register)
   187257    0.053    0.000    0.078    0.000 tracer.py:116(new_box)
  1838281    0.158    0.000    0.158    0.000 tracer.py:123(<lambda>)
374774/337744    0.058    0.000    0.092    0.000 tracer.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 tracer.py:17(Node)
        1    0.000    0.000    0.000    0.000 tracer.py:25(new_root)
      527    0.001    0.000    0.003    0.000 tracer.py:31(primitive)
599288/412029    0.689    0.000    4.949    0.000 tracer.py:35(f_wrapped)
   187259    0.030    0.000    0.030    0.000 tracer.py:39(<listcomp>)
   448711    0.037    0.000    0.037    0.000 tracer.py:42(<genexpr>)
   448711    0.030    0.000    0.030    0.000 tracer.py:43(<genexpr>)
       98    0.000    0.000    0.000    0.000 tracer.py:54(register_notrace)
       21    0.000    0.000    0.000    0.000 tracer.py:57(notrace_primitive)
   337738    0.156    0.000    0.788    0.000 tracer.py:58(f_wrapped)
   599288    0.299    0.000    0.427    0.000 tracer.py:65(find_top_boxed_args)
        1    0.000    0.000    4.592    4.592 tracer.py:7(trace)
        1    0.000    0.000    0.000    0.000 tracer.py:80(TraceStack)
        1    0.000    0.000    0.000    0.000 tracer.py:81(__init__)
        2    0.000    0.000    0.000    0.000 tracer.py:83(new_trace)
        1    0.000    0.000    0.000    0.000 tracer.py:90(Box)
